Veld;Label;Formaat;Type;Lijst met mogelijke waarden;Is database veld
t_replace_arti_hf_cert;Certificaat hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_hf_memo;Memo hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_hf_oms_1;Omschrijving 1 hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_hf_oms_2;Omschrijving 2 hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_hf_oms_3;Omschrijving 3 hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_hf_seriegrootte;Seriegrootte hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_hf_tek_rev_pos;Tekening / Revisie / Pos hf (artikel vervangen);;logical;;ONWAAR
t_replace_arti_mat_oms_1;Omschrijving 1 (artikel vervangen);;logical;;ONWAAR
t_replace_arti_mat_oms_2;Omschrijving 2 (artikel vervangen);;logical;;ONWAAR
t_replace_arti_mat_oms_3;Omschrijving 3 (artikel vervangen);;logical;;ONWAAR
t_replace_arti_material;Materiaal (artikel vervangen);;logical;;ONWAAR
t_replace_arti_matl;Materiaallijsten (artikel vervangen);;logical;;ONWAAR
t_replace_arti_memo_ext;Memo extern (artikel vervangen);;logical;;ONWAAR
t_replace_arti_memo_int;Memo intern (artikel vervangen);;logical;;ONWAAR
t_replace_arti_rev_nieuw;Nieuwe revisie stuklijst maken (artikel vervangen);;logical;;ONWAAR
t_replace_arti_tek_rev_pos;Tekening / Revisie / Pos (artikel vervangen);;logical;;ONWAAR
t_reservation_forecast;Alleen reserveringen van forecast orders verwijderen;;logical;;ONWAAR
t_reservation_material;Verwijder materiaal reserveringen;;logical;;ONWAAR
t_reservation_picklist;Reserveringen die op een picklist staan behouden;;logical;;ONWAAR
t_reservation_sale;Verwijder verkoop reserveringen;;logical;;ONWAAR
t_task_tree;Activiteiten selectieboom;;Selectie boom;;ONWAAR
t_vrd_datum;Datum voorraad in de tijd;;datum;;ONWAAR
t_vrd_fys;Fysieke voorraad;;aantal;;ONWAAR
t_vrd_fys_beh_prod;Fysieke voorraad behoefte productie;;aantal;;ONWAAR
t_vrd_fys_beh_prod_forecast;Fysieke voorraad behoefte productie forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_beh_prod_mgub;Behoefte productie magazijnbon;;aantal;;ONWAAR
t_vrd_fys_beh_tot;Fysieke voorraad behoefte totaal;;aantal;;ONWAAR
t_vrd_fys_beh_tot_forecast;Fysieke voorraad behoefte totaal forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_beh_tot_min;Fysieke voorraad behoefte totaal min;;aantal;;ONWAAR
t_vrd_fys_beh_verk;Fysieke voorraad behoefte verkoop;;aantal;;ONWAAR
t_vrd_fys_beh_verk_forecast;Fysieke voorraad behoefte verkoop forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_beh_verk_mgub;Behoefte verkoop magazijnbon;;aantal;;ONWAAR
t_vrd_fys_dat;Fysieke voorraad peildatum;;datum;;ONWAAR
t_vrd_fys_eenh;Fysieke voorraad eenheid;x(5);character;;ONWAAR
t_vrd_fys_incl_fc;Totalen inclusief forecast;ja/nee;logical;;ONWAAR
t_vrd_fys_ink;Fysieke voorraad inkoop;;aantal;;ONWAAR
t_vrd_fys_max;Fysieke voorraad laatste datum;;datum;;ONWAAR
t_vrd_fys_max_aantal;Fysieke voorraad aantal laatste datum;>>>>9;integer;;ONWAAR
t_vrd_fys_max_type;Fysieke voorraad type laatste datum;99;integer;;ONWAAR
t_vrd_fys_plus_verw;Fysieke voorraad fysiek en verwacht;;aantal;;ONWAAR
t_vrd_fys_prod;Fysieke voorraad productie;;aantal;;ONWAAR
t_vrd_fys_prod_forecast;Fysieke voorraad productie forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_res_prod;Fysieke voorraad reservering productie;;aantal;;ONWAAR
t_vrd_fys_res_prod_forecast;Fysieke voorraad reservering productie forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_res_prod_mgub;Reservering productie magazijnbon;;aantal;;ONWAAR
t_vrd_fys_res_tot;Fysieke voorraad reservering totaal;;aantal;;ONWAAR
t_vrd_fys_res_tot_forecast;Fysieke voorraad reservering totaal forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_res_tot_min;Fysieke voorraad reservering totaal min;;aantal;;ONWAAR
t_vrd_fys_res_verk;Fysieke voorraad reservering verkoop;;aantal;;ONWAAR
t_vrd_fys_res_verk_forecast;Fysieke voorraad reservering verkoop forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_res_verk_mgub;Reservering verkoop magazijnbon;;aantal;;ONWAAR
t_vrd_fys_verw_res;Fysieke voorraad na reservering;;aantal;;ONWAAR
t_vrd_fys_verwacht;Fysieke voorraad verwacht;;aantal;;ONWAAR
t_vrd_fys_verwacht_forecast;Fysieke voorraad verwacht totaal forecast;>>>>>9.99-;aantal;;ONWAAR
t_vrd_fys_verwacht_tot;Fysieke voorraad verwacht totaal;;aantal;;ONWAAR
t_vrd_fys_vrij;Fysieke voorraad vrije voorraad;;aantal;;ONWAAR
t_vrm;VRM;;VRM;;ONWAAR
t_vrm_waarschuwing;Vrm waarschuwing;;omschrijving;;ONWAAR
t_warning_0_price;Waarschuwing 0 prijs wvp;x(200);character;;ONWAAR
vrdg_num;Voorraadgroep;>>>>>9;integer;;WAAR
vrkg_num;Verkoopgroep;>>>>>9;integer;;WAAR
