Veld;Label;Formaat;Type;Lijst met mogelijke waarden;Is database veld
t_cred_ipbr_laat_count;Aantal pakbonregels te laat;>>>>9;integer;;ONWAAR
t_cred_ipbr_laat_max;Max aantal dagen te laat;>>>>9;integer;;ONWAAR
t_cred_ipbr_laat_perc;Percentage pakbonregels te laat;;percentage;;ONWAAR
t_cred_ipbr_tijd_count;Aantal pakbonregels op tijd;>>>>9;integer;;ONWAAR
t_cred_ipbr_tijd_perc;Percentage pakbonregels op tijd;;percentage;;ONWAAR
t_cred_ipbr_vroeg_count;Aantal pakbonregels te vroeg;>>>>9;integer;;ONWAAR
t_cred_ipbr_vroeg_max;Max aantal dagen te vroeg;>>>>9;integer;;ONWAAR
t_cred_ipbr_vroeg_perc;Percentage pakbonregels te vroeg;;percentage;;ONWAAR
t_cred_opcr;Totaal openstaande posten;;bedrag;;ONWAAR
t_cred_opcr_afwijking;Gemiddeld aantal dagen afwijking;;aantal;;ONWAAR
t_cred_opcr_betalingsdagen;Gemiddeld aantal betalingsdagen;;aantal;;ONWAAR
t_cred_opcr_count;Aantal open posten;>>>>>9;integer;;ONWAAR
t_cred_opde_betalingsdagen;Gemiddeld aantal betalingsdagen;;aantal;;ONWAAR
t_form_crediteuren;Formuliercontainer crediteuren;;Formulier container;;ONWAAR
t_form_crediteuren_go;Formuliercontainer crediteuren go;;Formulier container;;ONWAAR
t_mkg_gbrv_payment_cred;MKG betalingen crediteur;;omschrijving;;ONWAAR
t_overview_datum;Besteloverzicht t/m;99-99-9999;datum;;ONWAAR
t_target_administrations;Doel administraties;X(40);character;,;ONWAAR
taal_code;Taal;x(4);character;;WAAR
valu_code;Valuta;x(4);character;;WAAR
vrdg_num;Voorraadgroep;>>>>>9;integer;;WAAR
vrzm_num;Verzendmethode;>9;integer;;WAAR
