Veld;Label;Formaat;Type;Lijst met mogelijke waarden;Is database veld
vorh_persoon;Contactpersoon;X(40);omschrijving;;WAAR
vorh_pkbr;Pakbonnen;;verzameling;;ONWAAR
vorh_pmld;Meldingen;X(8);verzameling;;ONWAAR
vorh_ref_onze;Onze referentie;x(40);omschrijving;;WAAR
vorh_ref_uw;Uw referentie;x(40);omschrijving;;WAAR
vorh_resultaat_nemen;Tussentijds resultaat nemen;ja/nee;logical;;WAAR
vorh_rgl_tot_av;Totaal regels av;>>>,>>>,>>9.99-;bedrag;;WAAR
vorh_rgl_tot_ov;Totaal regels;>>>,>>>,>>9.99-;bedrag;;WAAR
vorh_tasks;Activiteiten;X(8);verzameling;;ONWAAR
vorh_totprijs_aanb;Totaalprijs aanbieden;ja/nee;logical;;WAAR
vorh_transportdagen;Transportdagen;>>9;integer;;WAAR
vorh_val_dec;Valuta decimalen;ja/nee;logical;;WAAR
vorh_val_factor;Valuta factor;>>>9;integer;;WAAR
vorh_val_koers;Valuta koers;>>>,>>>,>>9.99999;decimal;;WAAR
vorh_valu_av;Administratie valuta;x(4);character;;WAAR
vorh_valu_datum;Valuta datum;99-99-9999;datum;;WAAR
vorh_valu_fact_naar;Valuta factor naar;>>>9;integer;;WAAR
vorh_valu_fact_van;Valuta factor van;>>>9;integer;;WAAR
vorh_valu_handmatig;Handmatige valuta koers;ja/nee;logical;;WAAR
vorh_versie;Versie;>>9;integer;;WAAR
vorh_verwijderen;Verwijderen;ja/nee;logical;;WAAR
vorh_vorp;Overige kosten;;verzameling;;ONWAAR
vorh_vorr;Orderregels;;verzameling;;ONWAAR
vorh_vorr_backflush;Backflush regels;;verzameling;;ONWAAR
vorh_votm;Termijnen;;verzameling;;ONWAAR
vorh_wk_gewenst;Week gewenste leverdatum;99;integer;;WAAR
vorh_wk_levering;Week leverdatum;99;integer;;WAAR
vorh_wk_order;Week orderdatum;99;integer;;WAAR
vorh_wk_transport;Week transportdatum;99;integer;;WAAR
vort_num;Verkooporder type;>>>9;integer;;WAAR
vrzm_num;Verzendmethode;>9;integer;;WAAR
